,x_min,x_max,y_min,y_max,trap_num,trap_id
50,120.09,120.091,22.950045,22.9509459,0,[]
51,120.09,120.091,22.9509459,22.9518468,0,[]
52,120.09,120.091,22.9518468,22.9527477,0,[]
53,120.09,120.091,22.9527477,22.9536486,0,[]
54,120.09,120.091,22.9536486,22.9545495,0,[]
55,120.09,120.091,22.9545495,22.9554504,0,[]
56,120.09,120.091,22.9554504,22.9563513,0,[]
57,120.09,120.091,22.9563513,22.9572522,0,[]
58,120.09,120.091,22.9572522,22.9581531,0,[]
59,120.09,120.091,22.9581531,22.959054,0,[]
60,120.09,120.091,22.959054,22.9599549,0,[]
61,120.09,120.091,22.9599549,22.9608558,0,[]
62,120.09,120.091,22.9608558,22.9617567,0,[]
63,120.09,120.091,22.9617567,22.9626576,0,[]
64,120.09,120.091,22.9626576,22.9635585,0,[]
65,120.09,120.091,22.9635585,22.9644594,0,[]
66,120.09,120.091,22.9644594,22.9653603,0,[]
67,120.09,120.091,22.9653603,22.9662612,0,[]
68,120.09,120.091,22.9662612,22.9671621,0,[]
69,120.09,120.091,22.9671621,22.968063,0,[]
70,120.09,120.091,22.968063,22.9689639,0,[]
71,120.09,120.091,22.9689639,22.9698648,0,[]
72,120.09,120.091,22.9698648,22.9707657,0,[]
73,120.09,120.091,22.9707657,22.9716666,0,[]
74,120.09,120.091,22.9716666,22.9725675,0,[]
75,120.09,120.091,22.9725675,22.9734684,0,[]
76,120.09,120.091,22.9734684,22.9743693,0,[]
77,120.09,120.091,22.9743693,22.9752702,0,[]
78,120.09,120.091,22.9752702,22.9761711,0,[]
79,120.09,120.091,22.9761711,22.977072,0,[]
80,120.09,120.091,22.977072,22.9779729,0,[]
81,120.09,120.091,22.9779729,22.9788738,0,[]
82,120.09,120.091,22.9788738,22.9797747,0,[]
83,120.09,120.091,22.9797747,22.9806756,0,[]
84,120.09,120.091,22.9806756,22.9815765,0,[]
85,120.09,120.091,22.9815765,22.9824774,0,[]
86,120.09,120.091,22.9824774,22.9833783,0,[]
87,120.09,120.091,22.9833783,22.9842792,0,[]
88,120.09,120.091,22.9842792,22.9851801,0,[]
89,120.09,120.091,22.9851801,22.986081,0,[]
90,120.09,120.091,22.986081,22.9869819,0,[]
91,120.09,120.091,22.9869819,22.9878828,0,[]
92,120.09,120.091,22.9878828,22.9887837,0,[]
93,120.09,120.091,22.9887837,22.9896846,0,[]
94,120.09,120.091,22.9896846,22.9905855,0,[]
95,120.09,120.091,22.9905855,22.9914864,0,[]
96,120.09,120.091,22.9914864,22.9923873,0,[]
97,120.09,120.091,22.9923873,22.9932882,0,[]
98,120.09,120.091,22.9932882,22.9941891,0,[]
99,120.09,120.091,22.9941891,22.99509,0,[]
100,120.09,120.091,22.99509,22.9959909,0,[]
101,120.09,120.091,22.9959909,22.9968918,0,[]
102,120.09,120.091,22.9968918,22.9977927,0,[]
103,120.09,120.091,22.9977927,22.9986936,0,[]
104,120.09,120.091,22.9986936,22.9995945,0,[]
105,120.09,120.091,22.9995945,23.0004954,0,[]
106,120.09,120.091,23.0004954,23.0013963,0,[]
107,120.09,120.091,23.0013963,23.0022972,0,[]
108,120.09,120.091,23.0022972,23.0031981,0,[]
109,120.09,120.091,23.0031981,23.004099,0,[]
110,120.09,120.091,23.004099,23.0049999,0,[]
111,120.09,120.091,23.0049999,23.0059008,0,[]
112,120.09,120.091,23.0059008,23.0068017,0,[]
113,120.09,120.091,23.0068017,23.0077026,0,[]
114,120.09,120.091,23.0077026,23.0086035,0,[]
115,120.09,120.091,23.0086035,23.0095044,0,[]
116,120.09,120.091,23.0095044,23.0104053,0,[]
117,120.09,120.091,23.0104053,23.0113062,0,[]
118,120.09,120.091,23.0113062,23.0122071,0,[]
119,120.09,120.091,23.0122071,23.013108,0,[]
120,120.09,120.091,23.013108,23.0140089,0,[]
121,120.09,120.091,23.0140089,23.0149098,0,[]
122,120.09,120.091,23.0149098,23.0158107,0,[]
123,120.09,120.091,23.0158107,23.0167116,0,[]
124,120.09,120.091,23.0167116,23.0176125,0,[]
125,120.09,120.091,23.0176125,23.0185134,0,[]
126,120.09,120.091,23.0185134,23.0194143,0,[]
127,120.09,120.091,23.0194143,23.0203152,0,[]
128,120.09,120.091,23.0203152,23.0212161,0,[]
129,120.09,120.091,23.0212161,23.022117,0,[]
130,120.09,120.091,23.022117,23.0230179,0,[]
131,120.09,120.091,23.0230179,23.0239188,0,[]
132,120.09,120.091,23.0239188,23.0248197,0,[]
133,120.09,120.091,23.0248197,23.0257206,0,[]
134,120.09,120.091,23.0257206,23.0266215,0,[]
135,120.09,120.091,23.0266215,23.0275224,0,[]
136,120.09,120.091,23.0275224,23.0284233,0,[]
137,120.09,120.091,23.0284233,23.0293242,0,[]
138,120.09,120.091,23.0293242,23.0302251,0,[]
139,120.09,120.091,23.0302251,23.031126,0,[]
140,120.09,120.091,23.031126,23.0320269,0,[]
141,120.09,120.091,23.0320269,23.0329278,0,[]
142,120.09,120.091,23.0329278,23.0338287,0,[]
143,120.09,120.091,23.0338287,23.0347296,0,[]
144,120.09,120.091,23.0347296,23.0356305,0,[]
145,120.09,120.091,23.0356305,23.0365314,0,[]
146,120.09,120.091,23.0365314,23.0374323,0,[]
147,120.09,120.091,23.0374323,23.0383332,0,[]
148,120.09,120.091,23.0383332,23.0392341,0,[]
149,120.09,120.091,23.0392341,23.040135,0,[]
150,120.09,120.091,23.040135,23.0410359,0,[]
151,120.09,120.091,23.0410359,23.0419368,0,[]
152,120.09,120.091,23.0419368,23.0428377,0,[]
153,120.09,120.091,23.0428377,23.0437386,0,[]
154,120.09,120.091,23.0437386,23.0446395,0,[]
155,120.09,120.091,23.0446395,23.0455404,0,[]
156,120.09,120.091,23.0455404,23.0464413,0,[]
157,120.09,120.091,23.0464413,23.0473422,0,[]
158,120.09,120.091,23.0473422,23.0482431,0,[]
159,120.09,120.091,23.0482431,23.049144,0,[]
160,120.09,120.091,23.049144,23.0500449,0,[]
161,120.09,120.091,23.0500449,23.0509458,0,[]
162,120.09,120.091,23.0509458,23.0518467,0,[]
163,120.09,120.091,23.0518467,23.0527476,0,[]
164,120.09,120.091,23.0527476,23.0536485,0,[]
165,120.09,120.091,23.0536485,23.0545494,0,[]
166,120.09,120.091,23.0545494,23.0554503,0,[]
167,120.09,120.091,23.0554503,23.0563512,0,[]
168,120.09,120.091,23.0563512,23.0572521,0,[]
169,120.09,120.091,23.0572521,23.058153,0,[]
170,120.09,120.091,23.058153,23.0590539,0,[]
171,120.09,120.091,23.0590539,23.0599548,0,[]
172,120.09,120.091,23.0599548,23.0608557,0,[]
173,120.09,120.091,23.0608557,23.0617566,0,[]
174,120.09,120.091,23.0617566,23.0626575,0,[]
175,120.09,120.091,23.0626575,23.0635584,0,[]
176,120.09,120.091,23.0635584,23.0644593,0,[]
177,120.09,120.091,23.0644593,23.0653602,0,[]
178,120.09,120.091,23.0653602,23.0662611,0,[]
179,120.09,120.091,23.0662611,23.067162,0,[]
180,120.09,120.091,23.067162,23.0680629,0,[]
181,120.09,120.091,23.0680629,23.0689638,0,[]
182,120.09,120.091,23.0689638,23.0698647,0,[]
183,120.09,120.091,23.0698647,23.0707656,0,[]
184,120.09,120.091,23.0707656,23.0716665,0,[]
185,120.09,120.091,23.0716665,23.0725674,0,[]
186,120.09,120.091,23.0725674,23.0734683,0,[]
187,120.09,120.091,23.0734683,23.0743692,0,[]
188,120.09,120.091,23.0743692,23.0752701,0,[]
189,120.09,120.091,23.0752701,23.076171,0,[]
190,120.09,120.091,23.076171,23.0770719,0,[]
191,120.09,120.091,23.0770719,23.0779728,0,[]
192,120.09,120.091,23.0779728,23.0788737,0,[]
193,120.09,120.091,23.0788737,23.0797746,0,[]
194,120.09,120.091,23.0797746,23.0806755,0,[]
195,120.09,120.091,23.0806755,23.0815764,0,[]
196,120.091,120.092,22.905,22.9059009,0,[]
197,120.091,120.092,22.9059009,22.9068018,0,[]
198,120.091,120.092,22.9068018,22.9077027,0,[]
199,120.091,120.092,22.9077027,22.9086036,0,[]
200,120.091,120.092,22.9086036,22.9095045,0,[]
201,120.091,120.092,22.9095045,22.9104054,0,[]
202,120.091,120.092,22.9104054,22.9113063,0,[]
203,120.091,120.092,22.9113063,22.9122072,0,[]
204,120.091,120.092,22.9122072,22.9131081,0,[]
205,120.091,120.092,22.9131081,22.914009,0,[]
206,120.091,120.092,22.914009,22.9149099,0,[]
207,120.091,120.092,22.9149099,22.9158108,0,[]
208,120.091,120.092,22.9158108,22.9167117,0,[]
209,120.091,120.092,22.9167117,22.9176126,0,[]
210,120.091,120.092,22.9176126,22.9185135,0,[]
211,120.091,120.092,22.9185135,22.9194144,0,[]
212,120.091,120.092,22.9194144,22.9203153,0,[]
213,120.091,120.092,22.9203153,22.9212162,0,[]
214,120.091,120.092,22.9212162,22.9221171,0,[]
215,120.091,120.092,22.9221171,22.923018,0,[]
216,120.091,120.092,22.923018,22.9239189,0,[]
217,120.091,120.092,22.9239189,22.9248198,0,[]
218,120.091,120.092,22.9248198,22.9257207,0,[]
219,120.091,120.092,22.9257207,22.9266216,0,[]
220,120.091,120.092,22.9266216,22.9275225,0,[]
221,120.091,120.092,22.9275225,22.9284234,0,[]
222,120.091,120.092,22.9284234,22.9293243,0,[]
223,120.091,120.092,22.9293243,22.9302252,0,[]
224,120.091,120.092,22.9302252,22.9311261,0,[]
225,120.091,120.092,22.9311261,22.932027,0,[]
226,120.091,120.092,22.932027,22.9329279,0,[]
227,120.091,120.092,22.9329279,22.9338288,0,[]
228,120.091,120.092,22.9338288,22.9347297,0,[]
229,120.091,120.092,22.9347297,22.9356306,0,[]
230,120.091,120.092,22.9356306,22.9365315,0,[]
231,120.091,120.092,22.9365315,22.9374324,0,[]
232,120.091,120.092,22.9374324,22.9383333,0,[]
233,120.091,120.092,22.9383333,22.9392342,0,[]
234,120.091,120.092,22.9392342,22.9401351,0,[]
235,120.091,120.092,22.9401351,22.941036,0,[]
236,120.091,120.092,22.941036,22.9419369,0,[]
237,120.091,120.092,22.9419369,22.9428378,0,[]
238,120.091,120.092,22.9428378,22.9437387,0,[]
239,120.091,120.092,22.9437387,22.9446396,0,[]
240,120.091,120.092,22.9446396,22.9455405,0,[]
241,120.091,120.092,22.9455405,22.9464414,0,[]
242,120.091,120.092,22.9464414,22.9473423,0,[]
243,120.091,120.092,22.9473423,22.9482432,0,[]
244,120.091,120.092,22.9482432,22.9491441,0,[]
245,120.091,120.092,22.9491441,22.950045,0,[]
246,120.091,120.092,22.950045,22.9509459,0,[]
247,120.091,120.092,22.9509459,22.9518468,0,[]
248,120.091,120.092,22.9518468,22.9527477,0,[]
249,120.091,120.092,22.9527477,22.9536486,0,[]
250,120.091,120.092,22.9536486,22.9545495,0,[]
251,120.091,120.092,22.9545495,22.9554504,0,[]
252,120.091,120.092,22.9554504,22.9563513,0,[]
253,120.091,120.092,22.9563513,22.9572522,0,[]
254,120.091,120.092,22.9572522,22.9581531,0,[]
255,120.091,120.092,22.9581531,22.959054,0,[]
256,120.091,120.092,22.959054,22.9599549,0,[]
257,120.091,120.092,22.9599549,22.9608558,0,[]
258,120.091,120.092,22.9608558,22.9617567,0,[]
259,120.091,120.092,22.9617567,22.9626576,0,[]
260,120.091,120.092,22.9626576,22.9635585,0,[]
261,120.091,120.092,22.9635585,22.9644594,0,[]
262,120.091,120.092,22.9644594,22.9653603,0,[]
263,120.091,120.092,22.9653603,22.9662612,0,[]
264,120.091,120.092,22.9662612,22.9671621,0,[]
265,120.091,120.092,22.9671621,22.968063,0,[]
266,120.091,120.092,22.968063,22.9689639,0,[]
267,120.091,120.092,22.9689639,22.9698648,0,[]
268,120.091,120.092,22.9698648,22.9707657,0,[]
269,120.091,120.092,22.9707657,22.9716666,0,[]
270,120.091,120.092,22.9716666,22.9725675,0,[]
271,120.091,120.092,22.9725675,22.9734684,0,[]
272,120.091,120.092,22.9734684,22.9743693,0,[]
273,120.091,120.092,22.9743693,22.9752702,0,[]
274,120.091,120.092,22.9752702,22.9761711,0,[]
275,120.091,120.092,22.9761711,22.977072,0,[]
276,120.091,120.092,22.977072,22.9779729,0,[]
277,120.091,120.092,22.9779729,22.9788738,0,[]
278,120.091,120.092,22.9788738,22.9797747,0,[]
279,120.091,120.092,22.9797747,22.9806756,0,[]
280,120.091,120.092,22.9806756,22.9815765,0,[]
281,120.091,120.092,22.9815765,22.9824774,0,[]
282,120.091,120.092,22.9824774,22.9833783,0,[]
283,120.091,120.092,22.9833783,22.9842792,0,[]
284,120.091,120.092,22.9842792,22.9851801,0,[]
285,120.091,120.092,22.9851801,22.986081,0,[]
286,120.091,120.092,22.986081,22.9869819,0,[]
287,120.091,120.092,22.9869819,22.9878828,0,[]
288,120.091,120.092,22.9878828,22.9887837,0,[]
289,120.091,120.092,22.9887837,22.9896846,0,[]
290,120.091,120.092,22.9896846,22.9905855,0,[]
291,120.091,120.092,22.9905855,22.9914864,0,[]
292,120.091,120.092,22.9914864,22.9923873,0,[]
293,120.091,120.092,22.9923873,22.9932882,0,[]
294,120.091,120.092,22.9932882,22.9941891,0,[]
295,120.091,120.092,22.9941891,22.99509,0,[]
296,120.091,120.092,22.99509,22.9959909,0,[]
297,120.091,120.092,22.9959909,22.9968918,0,[]
298,120.091,120.092,22.9968918,22.9977927,0,[]
299,120.091,120.092,22.9977927,22.9986936,0,[]
300,120.091,120.092,22.9986936,22.9995945,0,[]
301,120.091,120.092,22.9995945,23.0004954,0,[]
302,120.091,120.092,23.0004954,23.0013963,0,[]
303,120.091,120.092,23.0013963,23.0022972,0,[]
304,120.091,120.092,23.0022972,23.0031981,0,[]
305,120.091,120.092,23.0031981,23.004099,0,[]
306,120.091,120.092,23.004099,23.0049999,0,[]
307,120.091,120.092,23.0049999,23.0059008,0,[]
308,120.091,120.092,23.0059008,23.0068017,0,[]
309,120.091,120.092,23.0068017,23.0077026,0,[]
310,120.091,120.092,23.0077026,23.0086035,0,[]
311,120.091,120.092,23.0086035,23.0095044,0,[]
312,120.091,120.092,23.0095044,23.0104053,0,[]
313,120.091,120.092,23.0104053,23.0113062,0,[]
314,120.091,120.092,23.0113062,23.0122071,0,[]
315,120.091,120.092,23.0122071,23.013108,0,[]
316,120.091,120.092,23.013108,23.0140089,0,[]
317,120.091,120.092,23.0140089,23.0149098,0,[]
318,120.091,120.092,23.0149098,23.0158107,0,[]
319,120.091,120.092,23.0158107,23.0167116,0,[]
320,120.091,120.092,23.0167116,23.0176125,0,[]
321,120.091,120.092,23.0176125,23.0185134,0,[]
322,120.091,120.092,23.0185134,23.0194143,0,[]
323,120.091,120.092,23.0194143,23.0203152,0,[]
324,120.091,120.092,23.0203152,23.0212161,0,[]
325,120.091,120.092,23.0212161,23.022117,0,[]
326,120.091,120.092,23.022117,23.0230179,0,[]
327,120.091,120.092,23.0230179,23.0239188,0,[]
328,120.091,120.092,23.0239188,23.0248197,0,[]
329,120.091,120.092,23.0248197,23.0257206,0,[]
330,120.091,120.092,23.0257206,23.0266215,0,[]
331,120.091,120.092,23.0266215,23.0275224,0,[]
332,120.091,120.092,23.0275224,23.0284233,0,[]
333,120.091,120.092,23.0284233,23.0293242,0,[]
334,120.091,120.092,23.0293242,23.0302251,0,[]
335,120.091,120.092,23.0302251,23.031126,0,[]
336,120.091,120.092,23.031126,23.0320269,0,[]
337,120.091,120.092,23.0320269,23.0329278,0,[]
338,120.091,120.092,23.0329278,23.0338287,0,[]
339,120.091,120.092,23.0338287,23.0347296,0,[]
340,120.091,120.092,23.0347296,23.0356305,0,[]
341,120.091,120.092,23.0356305,23.0365314,0,[]
342,120.091,120.092,23.0365314,23.0374323,0,[]
343,120.091,120.092,23.0374323,23.0383332,0,[]
344,120.091,120.092,23.0383332,23.0392341,0,[]
345,120.091,120.092,23.0392341,23.040135,0,[]
346,120.091,120.092,23.040135,23.0410359,0,[]
347,120.091,120.092,23.0410359,23.0419368,0,[]
348,120.091,120.092,23.0419368,23.0428377,0,[]
349,120.091,120.092,23.0428377,23.0437386,0,[]
350,120.091,120.092,23.0437386,23.0446395,0,[]
351,120.091,120.092,23.0446395,23.0455404,0,[]
352,120.091,120.092,23.0455404,23.0464413,0,[]
353,120.091,120.092,23.0464413,23.0473422,0,[]
354,120.091,120.092,23.0473422,23.0482431,0,[]
355,120.091,120.092,23.0482431,23.049144,0,[]
356,120.091,120.092,23.049144,23.0500449,0,[]
357,120.091,120.092,23.0500449,23.0509458,0,[]
358,120.091,120.092,23.0509458,23.0518467,0,[]
359,120.091,120.092,23.0518467,23.0527476,0,[]
360,120.091,120.092,23.0527476,23.0536485,0,[]
361,120.091,120.092,23.0536485,23.0545494,0,[]
362,120.091,120.092,23.0545494,23.0554503,0,[]
363,120.091,120.092,23.0554503,23.0563512,0,[]
364,120.091,120.092,23.0563512,23.0572521,0,[]
365,120.091,120.092,23.0572521,23.058153,0,[]
366,120.091,120.092,23.058153,23.0590539,0,[]
367,120.091,120.092,23.0590539,23.0599548,0,[]
368,120.091,120.092,23.0599548,23.0608557,0,[]
369,120.091,120.092,23.0608557,23.0617566,0,[]
370,120.091,120.092,23.0617566,23.0626575,0,[]
371,120.091,120.092,23.0626575,23.0635584,0,[]
372,120.091,120.092,23.0635584,23.0644593,0,[]
373,120.091,120.092,23.0644593,23.0653602,0,[]
374,120.091,120.092,23.0653602,23.0662611,0,[]
375,120.091,120.092,23.0662611,23.067162,0,[]
376,120.091,120.092,23.067162,23.0680629,0,[]
377,120.091,120.092,23.0680629,23.0689638,0,[]
378,120.091,120.092,23.0689638,23.0698647,0,[]
379,120.091,120.092,23.0698647,23.0707656,0,[]
380,120.091,120.092,23.0707656,23.0716665,0,[]
381,120.091,120.092,23.0716665,23.0725674,0,[]
382,120.091,120.092,23.0725674,23.0734683,0,[]
383,120.091,120.092,23.0734683,23.0743692,0,[]
384,120.091,120.092,23.0743692,23.0752701,0,[]
385,120.091,120.092,23.0752701,23.076171,0,[]
386,120.091,120.092,23.076171,23.0770719,0,[]
387,120.091,120.092,23.0770719,23.0779728,0,[]
388,120.091,120.092,23.0779728,23.0788737,0,[]
389,120.091,120.092,23.0788737,23.0797746,0,[]
390,120.091,120.092,23.0797746,23.0806755,0,[]
391,120.091,120.092,23.0806755,23.0815764,0,[]
392,120.092,120.093,22.905,22.9059009,0,[]
393,120.092,120.093,22.9059009,22.9068018,0,[]
394,120.092,120.093,22.9068018,22.9077027,0,[]
395,120.092,120.093,22.9077027,22.9086036,0,[]
396,120.092,120.093,22.9086036,22.9095045,0,[]
397,120.092,120.093,22.9095045,22.9104054,0,[]
398,120.092,120.093,22.9104054,22.9113063,0,[]
399,120.092,120.093,22.9113063,22.9122072,0,[]
400,120.092,120.093,22.9122072,22.9131081,0,[]
401,120.092,120.093,22.9131081,22.914009,0,[]
402,120.092,120.093,22.914009,22.9149099,0,[]
403,120.092,120.093,22.9149099,22.9158108,0,[]
404,120.092,120.093,22.9158108,22.9167117,0,[]
405,120.092,120.093,22.9167117,22.9176126,0,[]
406,120.092,120.093,22.9176126,22.9185135,0,[]
407,120.092,120.093,22.9185135,22.9194144,0,[]
408,120.092,120.093,22.9194144,22.9203153,0,[]
409,120.092,120.093,22.9203153,22.9212162,0,[]
410,120.092,120.093,22.9212162,22.9221171,0,[]
411,120.092,120.093,22.9221171,22.923018,0,[]
412,120.092,120.093,22.923018,22.9239189,0,[]
413,120.092,120.093,22.9239189,22.9248198,0,[]
414,120.092,120.093,22.9248198,22.9257207,0,[]
415,120.092,120.093,22.9257207,22.9266216,0,[]
416,120.092,120.093,22.9266216,22.9275225,0,[]
417,120.092,120.093,22.9275225,22.9284234,0,[]
418,120.092,120.093,22.9284234,22.9293243,0,[]
419,120.092,120.093,22.9293243,22.9302252,0,[]
420,120.092,120.093,22.9302252,22.9311261,0,[]
421,120.092,120.093,22.9311261,22.932027,0,[]
422,120.092,120.093,22.932027,22.9329279,0,[]
423,120.092,120.093,22.9329279,22.9338288,0,[]
424,120.092,120.093,22.9338288,22.9347297,0,[]
425,120.092,120.093,22.9347297,22.9356306,0,[]
426,120.092,120.093,22.9356306,22.9365315,0,[]
427,120.092,120.093,22.9365315,22.9374324,0,[]
428,120.092,120.093,22.9374324,22.9383333,0,[]
429,120.092,120.093,22.9383333,22.9392342,0,[]
430,120.092,120.093,22.9392342,22.9401351,0,[]
431,120.092,120.093,22.9401351,22.941036,0,[]
432,120.092,120.093,22.941036,22.9419369,0,[]
433,120.092,120.093,22.9419369,22.9428378,0,[]
434,120.092,120.093,22.9428378,22.9437387,0,[]
435,120.092,120.093,22.9437387,22.9446396,0,[]
436,120.092,120.093,22.9446396,22.9455405,0,[]
437,120.092,120.093,22.9455405,22.9464414,0,[]
438,120.092,120.093,22.9464414,22.9473423,0,[]
439,120.092,120.093,22.9473423,22.9482432,0,[]
440,120.092,120.093,22.9482432,22.9491441,0,[]
441,120.092,120.093,22.9491441,22.950045,0,[]
442,120.092,120.093,22.950045,22.9509459,0,[]
443,120.092,120.093,22.9509459,22.9518468,0,[]
444,120.092,120.093,22.9518468,22.9527477,0,[]
445,120.092,120.093,22.9527477,22.9536486,0,[]
446,120.092,120.093,22.9536486,22.9545495,0,[]
447,120.092,120.093,22.9545495,22.9554504,0,[]
448,120.092,120.093,22.9554504,22.9563513,0,[]
449,120.092,120.093,22.9563513,22.9572522,0,[]
450,120.092,120.093,22.9572522,22.9581531,0,[]
451,120.092,120.093,22.9581531,22.959054,0,[]
452,120.092,120.093,22.959054,22.9599549,0,[]
453,120.092,120.093,22.9599549,22.9608558,0,[]
454,120.092,120.093,22.9608558,22.9617567,0,[]
455,120.092,120.093,22.9617567,22.9626576,0,[]
456,120.092,120.093,22.9626576,22.9635585,0,[]
457,120.092,120.093,22.9635585,22.9644594,0,[]
458,120.092,120.093,22.9644594,22.9653603,0,[]
459,120.092,120.093,22.9653603,22.9662612,0,[]
460,120.092,120.093,22.9662612,22.9671621,0,[]
461,120.092,120.093,22.9671621,22.968063,0,[]
462,120.092,120.093,22.968063,22.9689639,0,[]
463,120.092,120.093,22.9689639,22.9698648,0,[]
464,120.092,120.093,22.9698648,22.9707657,0,[]
465,120.092,120.093,22.9707657,22.9716666,0,[]
466,120.092,120.093,22.9716666,22.9725675,0,[]
467,120.092,120.093,22.9725675,22.9734684,0,[]
468,120.092,120.093,22.9734684,22.9743693,0,[]
469,120.092,120.093,22.9743693,22.9752702,0,[]
470,120.092,120.093,22.9752702,22.9761711,0,[]
471,120.092,120.093,22.9761711,22.977072,0,[]
472,120.092,120.093,22.977072,22.9779729,0,[]
473,120.092,120.093,22.9779729,22.9788738,0,[]
474,120.092,120.093,22.9788738,22.9797747,0,[]
475,120.092,120.093,22.9797747,22.9806756,0,[]
476,120.092,120.093,22.9806756,22.9815765,0,[]
477,120.092,120.093,22.9815765,22.9824774,0,[]
478,120.092,120.093,22.9824774,22.9833783,0,[]
479,120.092,120.093,22.9833783,22.9842792,0,[]
480,120.092,120.093,22.9842792,22.9851801,0,[]
481,120.092,120.093,22.9851801,22.986081,0,[]
482,120.092,120.093,22.986081,22.9869819,0,[]
483,120.092,120.093,22.9869819,22.9878828,0,[]
484,120.092,120.093,22.9878828,22.9887837,0,[]
485,120.092,120.093,22.9887837,22.9896846,0,[]
486,120.092,120.093,22.9896846,22.9905855,0,[]
487,120.092,120.093,22.9905855,22.9914864,0,[]
488,120.092,120.093,22.9914864,22.9923873,0,[]
489,120.092,120.093,22.9923873,22.9932882,0,[]
490,120.092,120.093,22.9932882,22.9941891,0,[]
491,120.092,120.093,22.9941891,22.99509,0,[]
492,120.092,120.093,22.99509,22.9959909,0,[]
493,120.092,120.093,22.9959909,22.9968918,0,[]
494,120.092,120.093,22.9968918,22.9977927,0,[]
495,120.092,120.093,22.9977927,22.9986936,0,[]
496,120.092,120.093,22.9986936,22.9995945,0,[]
497,120.092,120.093,22.9995945,23.0004954,0,[]
498,120.092,120.093,23.0004954,23.0013963,0,[]
499,120.092,120.093,23.0013963,23.0022972,0,[]
500,120.092,120.093,23.0022972,23.0031981,0,[]
501,120.092,120.093,23.0031981,23.004099,0,[]
502,120.092,120.093,23.004099,23.0049999,0,[]
503,120.092,120.093,23.0049999,23.0059008,0,[]
504,120.092,120.093,23.0059008,23.0068017,0,[]
505,120.092,120.093,23.0068017,23.0077026,0,[]
506,120.092,120.093,23.0077026,23.0086035,0,[]
507,120.092,120.093,23.0086035,23.0095044,0,[]
508,120.092,120.093,23.0095044,23.0104053,0,[]
509,120.092,120.093,23.0104053,23.0113062,0,[]
510,120.092,120.093,23.0113062,23.0122071,0,[]
511,120.092,120.093,23.0122071,23.013108,0,[]
512,120.092,120.093,23.013108,23.0140089,0,[]
513,120.092,120.093,23.0140089,23.0149098,0,[]
514,120.092,120.093,23.0149098,23.0158107,0,[]
515,120.092,120.093,23.0158107,23.0167116,0,[]
516,120.092,120.093,23.0167116,23.0176125,0,[]
517,120.092,120.093,23.0176125,23.0185134,0,[]
518,120.092,120.093,23.0185134,23.0194143,0,[]
519,120.092,120.093,23.0194143,23.0203152,0,[]
